95.36,94.04,6.36,58.4,1
98.88,96.92,8.92,54.8,0
92,90,2,75,3
90.96,88.96,0.96,69.8,3
90.336,88.336,0.336,66.68,3
97.8,96.2,8.2,53,0
91.488,89.488,1.488,72.44,3
85.04,82.048,0,75.08,4
93.152,91.152,3.728,62.88,2
85.08,82.096,0,75.16,4
91.28,89.28,1.28,71.4,3
89.6,87.52,0,84.2,4
95.52,94.28,6.52,58.8,1
93.072,91.072,3.608,62.68,2
98.64,96.76,8.76,54.4,0
93.408,91.408,4.112,63.52,2
86.24,83.488,0,77.48,4
98.52,96.68,8.68,54.2,0
94.208,92.312,5.208,55.52,1
90.624,88.624,0.624,68.12,3
88.08,85.696,0,81.16,4
96.744,95.496,7.496,51.24,0
94.144,92.216,5.144,55.36,1
97.512,96.008,8.008,52.52,0
97.248,95.832,7.832,52.08,0
91.216,89.216,1.216,71.08,3
96.36,95.24,7.24,50.6,0
96.408,95.272,7.272,50.68,0
92.416,90.416,2.624,61.04,2
91.616,89.616,1.616,73.08,3
93.264,91.264,3.896,63.16,2
86.6,83.92,0,78.2,4
98.736,96.824,8.824,54.56,0
95.888,94.832,6.888,59.72,1
91.648,89.648,1.648,73.24,3
86.8,84.16,0,78.6,4
90.096,88.096,0.096,65.48,3
89.92,87.904,0,84.84,4
88.96,86.752,0,82.92,4
90.688,88.688,0.688,68.44,3
87.12,84.544,0,79.24,4
93.584,91.584,4.376,63.96,2
96,95,7,50,0
88.12,85.744,0,81.24,4
92.4,90.4,2.6,61,2
90.176,88.176,0.176,65.88,3
93.552,91.552,4.328,63.88,2
94.4,92.6,5.4,56,1
92.64,90.64,2.96,61.6,2
93.184,91.184,3.776,62.96,2
88.84,86.608,0,82.68,4
98.544,96.696,8.696,54.24,0
90.864,88.864,0.864,69.32,3
96.624,95.416,7.416,51.04,0
95.792,94.688,6.792,59.48,1
91.632,89.632,1.632,73.16,3
86.84,84.208,0,78.68,4
91.856,89.856,1.856,74.28,3
92.784,90.784,3.176,61.96,2
96.768,95.512,7.512,51.28,0
91.36,89.36,1.36,71.8,3
94.08,92.12,5.08,55.2,1
93.088,91.088,3.632,62.72,2
87.24,84.688,0,79.48,4
97.776,96.184,8.184,52.96,0
95.248,93.872,6.248,58.12,1
85.2,82.24,0,75.4,4
95.024,93.536,6.024,57.56,1
92.192,90.192,2.288,60.48,2
97.848,96.232,8.232,53.08,0
90.576,88.576,0.576,67.88,3
97.392,95.928,7.928,52.32,0
94.608,92.912,5.608,56.52,1
95.424,94.136,6.424,58.56,1
90.656,88.656,0.656,68.28,3
95.008,93.512,6.008,57.52,1
89.96,87.952,0,84.92,4
95.584,94.376,6.584,58.96,1
86.12,83.344,0,77.24,4
94.16,92.24,5.16,55.4,1
88.2,85.84,0,81.4,4
94.368,92.552,5.368,55.92,1
98.832,96.888,8.888,54.72,0
90.512,88.512,0.512,67.56,3
90.912,88.912,0.912,69.56,3
90.72,88.72,0.72,68.6,3
90.048,88.048,0.048,65.24,3
90.752,88.752,0.752,68.76,3
85.64,82.768,0,76.28,4
93.872,91.872,4.808,64.68,2
92.272,90.272,2.408,60.68,2
90.56,88.56,0.56,67.8,3
95.28,93.92,6.28,58.2,1
90.432,88.432,0.432,67.16,3
91.424,89.424,1.424,72.12,3
93.616,91.616,4.424,64.04,2
97.92,96.28,8.28,53.2,0
87.32,84.784,0,79.64,4
88.36,86.032,0,81.72,4
94.448,92.672,5.448,56.12,1
94.032,92.048,5.032,55.08,1
96.432,95.288,7.288,50.72,0
95.824,94.736,6.824,59.56,1
86.44,83.728,0,77.88,4
90.24,88.24,0.24,66.2,3
98.928,96.952,8.952,54.88,0
94.432,92.648,5.432,56.08,1
88.28,85.936,0,81.56,4
88,85.6,0,81,4
97.704,96.136,8.136,52.84,0
98.112,96.408,8.408,53.52,0
95.2,93.8,6.2,58,1
95.744,94.616,6.744,59.36,1
97.824,96.216,8.216,53.04,0
89.68,87.616,0,84.36,4
97.416,95.944,7.944,52.36,0
87.28,84.736,0,79.56,4
92.656,90.656,2.984,61.64,2
98.904,96.936,8.936,54.84,0
93.216,91.216,3.824,63.04,2
90.544,88.544,0.544,67.72,3
93.28,91.28,3.92,63.2,2
93.712,91.712,4.568,64.28,2
89.32,87.184,0,83.64,4
91.088,89.088,1.088,70.44,3
94.576,92.864,5.576,56.44,1
87.36,84.832,0,79.72,4
94.816,93.224,5.816,57.04,1
95.472,94.208,6.472,58.68,1
94.24,92.36,5.24,55.6,1
92.336,90.336,2.504,60.84,2
87.48,84.976,0,79.96,4
88.44,86.128,0,81.88,4
90.32,88.32,0.32,66.6,3
92.624,90.624,2.936,61.56,2
98.856,96.904,8.904,54.76,0
95.968,94.952,6.968,59.92,1
91.056,89.056,1.056,70.28,3
94.496,92.744,5.496,56.24,1
90.976,88.976,0.976,69.88,3
95.088,93.632,6.088,57.72,1
94.592,92.888,5.592,56.48,1
94.848,93.272,5.848,57.12,1
94.752,93.128,5.752,56.88,1
89.48,87.376,0,83.96,4
93.888,91.888,4.832,64.72,2
87.44,84.928,0,79.88,4
95.504,94.256,6.504,58.76,1
89.64,87.568,0,84.28,4
92.08,90.08,2.12,60.2,2
92.992,90.992,3.488,62.48,2
94.304,92.456,5.304,55.76,1
91.504,89.504,1.504,72.52,3
90.816,88.816,0.816,69.08,3
93.632,91.632,4.448,64.08,2
95.264,93.896,6.264,58.16,1
96.24,95.16,7.16,50.4,0
90.4,88.4,0.4,67,3
92.912,90.912,3.368,62.28,2
91.408,89.408,1.408,72.04,3
