91.84,89.84,1.84,74.2,3
91.552,89.552,1.552,72.76,3
96,95,7,60,1
90.768,88.768,0.768,68.84,3
97.872,96.248,8.248,53.12,0
95.376,94.064,6.376,58.44,1
97.2,95.8,7.8,52,0
99,97,9,55,0
96.168,95.112,7.112,50.28,0
95.104,93.656,6.104,57.76,1
93.344,91.344,4.016,63.36,2
95.856,94.784,6.856,59.64,1
98.16,96.44,8.44,53.6,0
85.36,82.432,0,75.72,4
91.04,89.04,1.04,70.2,3
94.464,92.696,5.464,56.16,1
94.528,92.792,5.528,56.32,1
90.832,88.832,0.832,69.16,3
90.208,88.208,0.208,66.04,3
92.368,90.368,2.552,60.92,2
93.76,91.76,4.64,64.4,2
93.728,91.728,4.592,64.32,2
92.976,90.976,3.464,62.44,2
91.072,89.072,1.072,70.36,3
91.328,89.328,1.328,71.64,3
94.736,93.104,5.736,56.84,1
93.856,91.856,4.784,64.64,2
94.192,92.288,5.192,55.48,1
91.968,89.968,1.968,74.84,3
92.208,90.208,2.312,60.52,2
98.472,96.648,8.648,54.12,0
85.32,82.384,0,75.64,4
97.608,96.072,8.072,52.68,0
89.88,87.856,0,84.76,4
92,90,2,60,2
90.896,88.896,0.896,69.48,3
98.088,96.392,8.392,53.48,0
88.16,85.792,0,81.32,4
96.672,95.448,7.448,51.12,0
88.4,86.08,0,81.8,4
92.096,90.096,2.144,60.24,2
92.56,90.56,2.84,61.4,2
93.536,91.536,4.304,63.84,2
98.568,96.712,8.712,54.28,0
93.328,91.328,3.992,63.32,2
88.64,86.368,0,82.28,4
92.288,90.288,2.432,60.72,2
87.08,84.496,0,79.16,4
95.344,94.016,6.344,58.36,1
85.72,82.864,0,76.44,4
98.76,96.84,8.84,54.6,0
94.72,93.08,5.72,56.8,1
91.76,89.76,1.76,73.8,3
97.104,95.736,7.736,51.84,0
95.216,93.824,6.216,58.04,1
93.568,91.568,4.352,63.92,2
86.92,84.304,0,78.84,4
91.712,89.712,1.712,73.56,3
91.008,89.008,1.008,70.04,3
95.696,94.544,6.696,59.24,1
87.92,85.504,0,80.84,4
90.144,88.144,0.144,65.72,3
96.96,95.64,7.64,51.6,0
92.16,90.16,2.24,60.4,2
85.56,82.672,0,76.12,4
94.048,92.072,5.048,55.12,1
98.952,96.968,8.968,54.92,0
92.048,90.048,2.072,60.12,2
88.92,86.704,0,82.84,4
97.968,96.312,8.312,53.28,0
94.096,92.144,5.096,55.24,1
85.24,82.288,0,75.48,4
95.536,94.304,6.536,58.84,1
96.096,95.064,7.064,50.16,0
98.208,96.472,8.472,53.68,0
87.52,85.024,0,80.04,4
86,83.2,0,77,4
95.296,93.944,6.296,58.24,1
91.344,89.344,1.344,71.72,3
85,82,0,75,4
94.128,92.192,5.128,55.32,1
94.112,92.168,5.112,55.28,1
94.784,93.176,5.784,56.96,1
85.84,83.008,0,76.68,4
92.832,90.832,3.248,62.08,2
94.976,93.464,5.976,57.44,1
94.48,92.72,5.48,56.2,1
94.32,92.48,5.32,55.8,1
91.664,89.664,1.664,73.32,3
87.8,85.36,0,80.6,4
92.512,90.512,2.768,61.28,2
90.88,88.88,0.88,69.4,3
92.8,90.8,3.2,62,2
89.76,87.712,0,84.52,4
96.12,95.08,7.08,50.2,0
92.32,90.32,2.48,60.8,2
87.84,85.408,0,80.68,4
93.52,91.52,4.28,63.8,2
93.696,91.696,4.544,64.24,2
90,88,0,65,3
89.52,87.424,0,84.04,4
86.52,83.824,0,78.04,4
96.024,95.016,7.016,50.04,0
86.72,84.064,0,78.44,4
94.704,93.056,5.704,56.76,1
92.144,90.144,2.216,60.36,2
92.224,90.224,2.336,60.56,2
93.92,91.92,4.88,64.8,2
86.2,83.44,0,77.4,4
94.88,93.32,5.88,57.2,1
92.896,90.896,3.344,62.24,2
85.76,82.912,0,76.52,4
97.464,95.976,7.976,52.44,0
91.408,89.408,1.408,72.04,3
92.688,90.688,3.032,61.72,2
87.4,84.88,0,79.8,4
92.864,90.864,3.296,62.16,2
93.6,91.6,4.4,64,2
98.712,96.808,8.808,54.52,0
94.992,93.488,5.992,57.48,1
95.056,93.584,6.056,57.64,1
91.376,89.376,1.376,71.88,3
86.64,83.968,0,78.28,4
95.616,94.424,6.616,59.04,1
90.48,88.48,0.48,67.4,3
87.64,85.168,0,80.28,4
87.76,85.312,0,80.52,4
92.576,90.576,2.864,61.44,2
95.44,94.16,6.44,58.6,1
86.96,84.352,0,78.92,4
92.88,90.88,3.32,62.2,2
97.68,96.12,8.12,52.8,0
86.48,83.776,0,77.96,4
91.696,89.696,1.696,73.48,3
95.936,94.904,6.936,59.84,1
98.136,96.424,8.424,53.56,0
98.016,96.344,8.344,53.36,0
93.808,91.808,4.712,64.52,2
85.92,83.104,0,76.84,4
97.632,96.088,8.088,52.72,0
93.136,91.136,3.704,62.84,2
90.192,88.192,0.192,65.96,3
93.84,91.84,4.76,64.6,2
98.592,96.728,8.728,54.32,0
92.848,90.848,3.272,62.12,2
97.152,95.768,7.768,51.92,0
98.256,96.504,8.504,53.76,0
96.048,95.032,7.032,50.08,0
96.072,95.048,7.048,50.12,0
94.064,92.096,5.064,55.16,1
91.136,89.136,1.136,70.68,3
97.728,96.152,8.152,52.88,0
86.08,83.296,0,77.16,4
85.12,82.144,0,75.24,4
98.4,96.6,8.6,54,0
92.464,90.464,2.696,61.16,2
91.776,89.776,1.776,73.88,3
96.792,95.528,7.528,51.32,0
90.176,88.176,0.176,65.88,3
96.528,95.352,7.352,50.88,0
