93.456,91.456,4.184,63.64,2
85.4,82.48,0,75.8,4
88.48,86.176,0,81.96,4
88.6,86.32,0,82.2,4
93.056,91.056,3.584,62.64,2
95.152,93.728,6.152,57.88,1
92.608,90.608,2.912,61.52,2
89.24,87.088,0,83.48,4
93.68,91.68,4.52,64.2,2
97.08,95.72,7.72,51.8,0
97.368,95.912,7.912,52.28,0
89.72,87.664,0,84.44,4
90,88,0,85,4
95.92,94.88,6.92,59.8,1
93.472,91.472,4.208,63.68,2
93.12,91.12,3.68,62.8,2
95.632,94.448,6.632,59.08,1
94.688,93.032,5.688,56.72,1
94.512,92.768,5.512,56.28,1
94.864,93.296,5.864,57.16,1
87.6,85.12,0,80.2,4
91.6,89.6,1.6,73,3
95.776,94.664,6.776,59.44,1
95.04,93.56,6.04,57.6,1
94.672,93.008,5.672,56.68,1
93.904,91.904,4.856,64.76,2
95.648,94.472,6.648,59.12,1
96.72,95.48,7.48,51.2,0
92.704,90.704,3.056,61.76,2
97.224,95.816,7.816,52.04,0
93.376,91.376,4.064,63.44,2
95.408,94.112,6.408,58.52,1
93.248,91.248,3.872,63.12,2
94.56,92.84,5.56,56.4,1
95.456,94.184,6.456,58.64,1
85.48,82.576,0,75.96,4
91.12,89.12,1.12,70.6,3
87.88,85.456,0,80.76,4
97.008,95.672,7.672,51.68,0
96.576,95.384,7.384,50.96,0
98.184,96.456,8.456,53.64,0
92.736,90.736,3.104,61.84,2
91.168,89.168,1.168,70.84,3
96.816,95.544,7.544,51.36,0
96.264,95.176,7.176,50.44,0
98.304,96.536,8.536,53.84,0
94,92,5,65,2
85.8,82.96,0,76.6,4
96.192,95.128,7.128,50.32,0
92.768,90.768,3.152,61.92,2
89.44,87.328,0,83.88,4
95.664,94.496,6.664,59.16,1
94.416,92.624,5.416,56.04,1
95.312,93.968,6.312,58.28,1
90.304,88.304,0.304,66.52,3
96.288,95.192,7.192,50.48,0
98.232,96.488,8.488,53.72,0
91.744,89.744,1.744,73.72,3
90.992,88.992,0.992,69.96,3
97.44,95.96,7.96,52.4,0
93.776,91.776,4.664,64.44,2
92.528,90.528,2.792,61.32,2
92.176,90.176,2.264,60.44,2
95.872,94.808,6.872,59.68,1
86.36,83.632,0,77.72,4
97.32,95.88,7.88,52.2,0
95.136,93.704,6.136,57.84,1
90.016,88.016,0.016,65.08,3
85.96,83.152,0,76.92,4
92.112,90.112,2.168,60.28,2
94,92,5,55,1
86.76,84.112,0,78.52,4
96.312,95.208,7.208,50.52,0
91.52,89.52,1.52,72.6,3
86.32,83.584,0,77.64,4
95.488,94.232,6.488,58.72,1
91.392,89.392,1.392,71.96,3
97.056,95.704,7.704,51.76,0
96.504,95.336,7.336,50.84,0
91.152,89.152,1.152,70.76,3
87.56,85.072,0,80.12,4
90.416,88.416,0.416,67.08,3
95.328,93.992,6.328,58.32,1
87.72,85.264,0,80.44,4
91.792,89.792,1.792,73.96,3
90.592,88.592,0.592,67.96,3
88.04,85.648,0,81.08,4
90.128,88.128,0.128,65.64,3
98.448,96.632,8.632,54.08,0
90.928,88.928,0.928,69.64,3
93.936,91.936,4.904,64.84,2
90.16,88.16,0.16,65.8,3
90.528,88.528,0.528,67.64,3
94.272,92.408,5.272,55.68,1
86.56,83.872,0,78.12,4
92.016,90.016,2.024,60.04,2
90.368,88.368,0.368,66.84,3
94.224,92.336,5.224,55.56,1
91.728,89.728,1.728,73.64,3
93.488,91.488,4.232,63.72,2
90.464,88.464,0.464,67.32,3
87.04,84.448,0,79.08,4
92.944,90.944,3.416,62.36,2
89.84,87.808,0,84.68,4
90.256,88.256,0.256,66.28,3
93.312,91.312,3.968,63.28,2
98.328,96.552,8.552,53.88,0
97.272,95.848,7.848,52.12,0
95.232,93.848,6.232,58.08,1
93.744,91.744,4.616,64.36,2
90.64,88.64,0.64,68.2,3
93.44,91.44,4.16,63.6,2
93.792,91.792,4.688,64.48,2
88.56,86.272,0,82.12,4
88.8,86.56,0,82.6,4
95.712,94.568,6.712,59.28,1
96.984,95.656,7.656,51.64,0
88.32,85.984,0,81.64,4
94.384,92.576,5.384,55.96,1
93.008,91.008,3.512,62.52,2
91.264,89.264,1.264,71.32,3
86.16,83.392,0,77.32,4
91.248,89.248,1.248,71.24,3
91.904,89.904,1.904,74.52,3
90.448,88.448,0.448,67.24,3
96.216,95.144,7.144,50.36,0
91.984,89.984,1.984,74.92,3
97.344,95.896,7.896,52.24,0
94.912,93.368,5.912,57.28,1
91.312,89.312,1.312,71.56,3
91.2,89.2,1.2,71,3
91.104,89.104,1.104,70.52,3
92.432,90.432,2.648,61.08,2
85.6,82.72,0,76.2,4
97.944,96.296,8.296,53.24,0
86.68,84.016,0,78.36,4
96.528,95.352,7.352,50.88,0
87.96,85.552,0,80.92,4
98.808,96.872,8.872,54.68,0
92.912,90.912,3.368,62.28,2
95.904,94.856,6.904,59.76,1
93.648,91.648,4.472,64.12,2
94.624,92.936,5.624,56.56,1
90.848,88.848,0.848,69.24,3
98.616,96.744,8.744,54.36,0
96.6,95.4,7.4,51,0
91.568,89.568,1.568,72.84,3
92.592,90.592,2.888,61.48,2
92.256,90.256,2.384,60.64,2
85.88,83.056,0,76.76,4
93.232,91.232,3.848,63.08,2
91.456,89.456,1.456,72.28,3
98.28,96.52,8.52,53.8,0
90.672,88.672,0.672,68.36,3
93.104,91.104,3.656,62.76,2
95.184,93.776,6.184,57.96,1
96.336,95.224,7.224,50.56,0
93.664,91.664,4.496,64.16,2
93.712,91.712,4.568,64.28,2
98.712,96.808,8.808,54.52,0
